Table 15 - Market Risk - Total Regulatory Stressed VaR,10-day Scaled Holding Period,,,
(Dollars in millions),Period End,Average,High,Low
Three months ended September 30 2025,,,,
Total Regulatory Stressed VaR,346,375,564,258
