form_family,schedule,line_number,item_description,column_role,mdrm_code,forms,start_date,notes
call,RC-B,1,U.S. Treasury securities,mdrm_htm_amortized_cost_consolidated,RCFD0211,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,1,U.S. Treasury securities,mdrm_htm_fair_value_consolidated,RCFD0213,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,1,U.S. Treasury securities,mdrm_afs_amortized_cost_consolidated,RCFD1286,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,1,U.S. Treasury securities,mdrm_afs_fair_value_consolidated,RCFD1287,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,1,U.S. Treasury securities,mdrm_htm_amortized_cost_domestic,RCON0211,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,1,U.S. Treasury securities,mdrm_htm_fair_value_domestic,RCON0213,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,1,U.S. Treasury securities,mdrm_afs_amortized_cost_domestic,RCON1286,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,1,U.S. Treasury securities,mdrm_afs_fair_value_domestic,RCON1287,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_htm_amortized_cost_consolidated,RCFDHT50,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_htm_fair_value_consolidated,RCFDHT51,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_afs_amortized_cost_consolidated,RCFDHT52,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_afs_fair_value_consolidated,RCFDHT53,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_htm_amortized_cost_domestic,RCONHT50,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_htm_fair_value_domestic,RCONHT51,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_afs_amortized_cost_domestic,RCONHT52,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,2,U.S. Government agency and sponsored agency obligations (exclude mortgage-backed securities),mdrm_afs_fair_value_domestic,RCONHT53,031/041/051,2018-06-30,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_htm_amortized_cost_consolidated,RCFD8496,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_htm_fair_value_consolidated,RCFD8497,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_afs_amortized_cost_consolidated,RCFD8498,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_afs_fair_value_consolidated,RCFD8499,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_htm_amortized_cost_domestic,RCON8496,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_htm_fair_value_domestic,RCON8497,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_afs_amortized_cost_domestic,RCON8498,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,3,Securities issued by states and political subdivisions in the U.S.,mdrm_afs_fair_value_domestic,RCON8499,031/041/051,2001-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,7,Unallocated portfolio layer fair value hedge basis adjustments,mdrm_single_consolidated,RCFDMG95,031/041/051,2022-06-30,Single-column item (memorandum or supplemental); reported as one value. single column; ASU 2022-01 adopters only
call,RC-B,7,Unallocated portfolio layer fair value hedge basis adjustments,mdrm_single_domestic,RCONMG95,031/041/051,2022-06-30,Single-column item (memorandum or supplemental); reported as one value. single column; ASU 2022-01 adopters only
call,RC-B,8,Total (sum of items 1 through 7),mdrm_htm_amortized_cost_consolidated,RCFD1754,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
call,RC-B,8,Total (sum of items 1 through 7),mdrm_htm_fair_value_consolidated,RCFD1771,031/041/051,1994-03-31,"4-column grid: HTM amortized cost (A), HTM fair value (B), AFS amortized cost (C), AFS fair value (D). Consolidated codes RCFD (031); domestic codes RCON (041/051) share the 4-char suffix."
